Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2
9/28/2020,SMARC,1,2,10,LOI analysis ,N,2,65.979,126.9251,0.3866,0,126.5539,SC39,16.2462,33.0081,32.6598,31.9162,,16.762,16.414,15.67,0.021,0.045,2.078,4.53,60.946,60.575,1.503,1.494,1.259,2.744,0.031,0.068,0.621170691,
9/28/2020,SMARC,1,1,11,LOI analysis ,N,2,66.8635,117.0901,0.4971,0,116.6036,SC43,16.0388,33.8497,33.1173,32.4593,,17.811,17.079,16.421,0.041,0.039,4.112,3.853,50.227,49.74,1.239,1.227,2.045,1.916,0.05,0.047,1.434835466,
9/28/2020,SMARC,2,15,1,LOI analysis ,N,2.2,66.8496,122.8659,1.0015,0,121.8761,SC1,16.2712,34.2059,33.9858,33.5124,,17.935,17.715,17.241,0.012,0.027,1.227,2.672,56.016,55.027,1.256,1.234,0.675,1.471,0.015,0.033,0.280891958,
9/28/2020,SMARC,2,14,2,LOI analysis ,N,2,65.9736,119.5469,1.2743,0,118.2842,SC16,18.4876,32.0974,31.7246,31.4261,,13.61,13.237,12.939,0.027,0.023,2.739,2.255,53.573,52.311,1.322,1.29,1.433,1.18,0.035,0.029,0.885681053,
9/28/2020,SMARC,2,13,3,LOI analysis ,N,2,66.846,127.3291,1.6211,0,125.7087,SC17,14.5724,33.3438,33.0972,32.6708,,18.771,18.525,18.098,0.013,0.023,1.314,2.302,60.483,58.863,1.492,1.452,0.773,1.355,0.019,0.033,0.315480252,
9/28/2020,SMARC,2,11,5,LOI analysis ,N,2,65.9706,121.5788,0.8116,0,120.7766,SC4,16.3936,32.2463,32.0719,31.6853,,15.853,15.678,15.292,0.011,0.025,1.1,2.466,55.608,54.806,1.372,1.352,0.603,1.351,0.015,0.033,0.230051222,
9/28/2020,SMARC,2,10,6,LOI analysis ,N,2,66.7656,125.9571,0.5304,0,125.429,SC8,14.267,34.9781,34.7378,34.2927,,20.711,20.471,20.026,0.012,0.022,1.16,2.174,59.192,58.663,1.46,1.447,0.681,1.276,0.017,0.031,0.254098961,
9/28/2020,SMARC,2,9,7,LOI analysis ,N,2,66.851,119.7266,0.1829,0,119.5573,SC38,16.5442,32.4995,32.289,31.8997,,15.955,15.745,15.356,0.013,0.025,1.319,2.473,52.876,52.706,1.304,1.3,0.695,1.303,0.017,0.032,0.31772433,
9/28/2020,SMARC,2,6,10,LOI analysis ,N,2,65.9738,116.4498,0.7645,0,115.8929,SC2,15.8027,35.1221,34.6824,33.6567,,19.319,18.88,17.854,0.023,0.054,2.276,5.433,50.476,49.919,1.245,1.231,1.136,2.712,0.028,0.067,0.70038024,
9/28/2020,SMARC,2,1,15,LOI analysis ,N,2,66.7688,119.1096,0.3191,0,118.803,SC7,15.5816,33.6158,33.1477,32.5014,,18.034,17.566,16.92,0.026,0.037,2.596,3.679,52.341,52.034,1.291,1.284,1.351,1.914,0.033,0.047,0.828249548,
9/28/2020,SMAR03,1,8,15,LOI analysis ,N,2,66.8536,119.4456,0,0,99.4638,SC32,17.9342,33.1853,32.5504,32.4438,,15.251,14.616,14.51,0.042,0.007,4.163,0.729,52.592,32.61,1.297,0.804,1.358,0.238,0.033,0.006,1.455191363,
9/28/2020,SMARA,2,13,1,LOI analysis ,Y,2.8,66.8268,130.1162,0,0,130.1162,SC34,16.1978,31.5755,31.255,31.151,,15.378,15.057,14.953,0.021,0.007,2.084,0.691,63.289,63.289,1.115,1.115,1.319,0.437,0.023,0.008,0.623674737,
9/30/2020,STCH04,2,19,1,LOI analysis ,Y,2.4,66.7178,138.9858,0,0,138.9858,SC6,13.7818,31.2719,31.1446,30.4765,,17.49,17.363,16.695,0.007,0.038,0.728,3.848,72.268,72.268,1.486,1.486,0.526,2.781,0.011,0.057,0.081136128,
9/30/2020,STCH04,2,18,2,LOI analysis ,Y,2,66.7975,120.9733,0.1528,0,120.8146,SC33,14.3574,31.3948,31.1972,30.6168,,17.037,16.84,16.259,0.012,0.034,1.16,3.447,54.176,54.017,1.336,1.333,0.626,1.862,0.015,0.046,0.253920551,
9/30/2020,STCH04,2,17,3,LOI analysis ,Y,2,65.9228,121.1022,0.3588,0.0354,120.7128,SC41,16.4252,32.158,32.0295,31.5605,,15.733,15.604,15.135,0.008,0.03,0.817,3.006,55.179,54.79,1.361,1.352,0.448,1.647,0.011,0.041,0.11670599,
9/30/2020,STCH04,2,15,5,LOI analysis ,Y,2,66.7198,104.7329,0,0.1348,104.6064,SC14,14.63,30.1518,29.4577,28.7783,,15.522,14.828,14.148,0.045,0.046,4.472,4.582,38.013,37.887,0.938,0.935,1.694,1.736,0.042,0.043,1.578710072,
9/30/2020,STCH04,2,14,6,LOI analysis ,Y,2,66.798,122.1249,0,0.0101,122.1174,SC35,15.437,32.0436,31.6304,30.9876,,16.607,16.193,15.551,0.025,0.04,2.488,3.97,55.327,55.319,1.365,1.365,1.376,2.196,0.034,0.054,0.785266942,
9/30/2020,STCH04,2,13,7,LOI analysis ,N,2,65.932,119.7352,0.1738,0,119.5564,SC37,15.8625,33.3447,33.0685,32.5292,,17.482,17.206,16.667,0.016,0.031,1.58,3.134,53.803,53.624,1.327,1.323,0.847,1.681,0.021,0.041,0.421957076,
9/30/2020,STCH04,2,10,10,LOI analysis ,N,2,66.7195,120.3396,0,0,120.3396,SC40,17.1282,33.6609,32.668,31.7563,,16.533,15.54,14.628,0.06,0.059,6.006,5.867,53.62,53.62,1.323,1.323,3.22,3.146,0.079,0.078,2.192269442,
9/30/2020,STCH04,2,5,15,LOI analysis ,N,2,65.9277,112.5574,0,0,112.5574,SC24,15.4751,33.3741,32.7958,31.8188,,17.899,17.321,16.344,0.032,0.056,3.231,5.641,46.63,46.63,1.15,1.15,1.507,2.63,0.037,0.065,1.082362702,
9/30/2020,STCH04,2,1,19,LOI analysis,N,2,66.7213,117.5959,0,0,117.5959,SC31,17.4765,33.6205,33.1943,32.6605,,16.144,15.718,15.184,0.026,0.034,2.64,3.396,50.875,50.875,1.255,1.255,1.343,1.728,0.033,0.043,0.845996036,
9/30/2020,SJB10,1,19,1,LOI analysis ,Y,2.9,66.8076,149.2079,4.0793,0.0195,145.0969,SC21,17.4517,30.4514,30.3056,30.1696,,13,12.854,12.718,0.011,0.011,1.122,1.058,82.4,78.289,1.402,1.332,0.878,0.828,0.015,0.014,0.238625738,
9/30/2020,SJB10,1,18,2,LOI analysis ,Y,2,66.7299,121.5615,0.972,0.018,120.5725,SC44,15.2846,31.3396,31.1287,30.9473,,16.055,15.844,15.663,0.013,0.011,1.314,1.145,54.832,53.843,1.353,1.328,0.707,0.616,0.017,0.015,0.315443787,
9/30/2020,SJB10,1,17,3,LOI analysis ,Y,2,66.8159,119.0589,0.2791,0.1746,118.6089,SC48,15.6117,32.1398,31.8523,31.642,,16.528,16.241,16.03,0.017,0.013,1.739,1.295,52.243,51.793,1.289,1.278,0.901,0.671,0.022,0.017,0.485784754,
9/30/2020,SJB10,1,15,5,LOI analysis ,Y,2,65.9342,106.0934,0.5584,0.3554,105.1907,SC10,16.22,29.1803,28.7963,28.6163,,12.96,12.576,12.396,0.03,0.014,2.963,1.431,40.159,39.257,0.991,0.968,1.163,0.562,0.029,0.014,0.975157751,
9/30/2020,SJB10,1,14,6,LOI analysis ,Y,2,66.8056,105.5554,0.8221,0.1929,104.5519,SC13,16.9152,30.3028,29.7955,29.6422,,13.388,12.88,12.727,0.038,0.012,3.789,1.19,38.75,37.746,0.956,0.931,1.43,0.449,0.035,0.011,1.305730975,
9/30/2020,SJB10,1,13,7,LOI analysis ,N,2,66.7187,106.9345,0.2687,0,106.6645,SC26,16.3476,32.5596,31.7348,31.5637,,16.212,15.387,15.216,0.051,0.011,5.088,1.112,40.216,39.946,0.992,0.985,2.032,0.444,0.05,0.011,1.825035776,
9/30/2020,SJB10,1,10,10,LOI analysis ,N,2,66.8157,113.1343,0.3698,0,112.7944,SC27,16.1475,31.3035,31.0975,30.9388,,15.156,14.95,14.791,0.014,0.011,1.359,1.062,46.319,45.979,1.143,1.134,0.625,0.488,0.015,0.012,0.333679071,
9/30/2020,SJB10,1,5,15,LOI analysis ,N,2,66.73,114.907,8.3732,0,106.5358,SC18,15.9183,32.2475,31.9403,31.1665,,16.329,16.022,15.248,0.019,0.048,1.881,4.83,48.177,39.806,1.188,0.982,0.749,1.922,0.018,0.047,0.542516963,
9/30/2020,SJB10,1,1,19,LOI analysis,N,2,65.9281,106.6162,0.4367,0,106.1946,SC3,16.3869,32.597,32.2294,31.906,,16.21,15.843,15.519,0.023,0.02,2.268,2.041,40.688,40.267,1.004,0.993,0.913,0.822,0.023,0.02,0.69708879,
10/2/2020,SMAR24,2,14,1,LOI analysis ,Y,2.4,66.786,115.0911,0.2168,0.0544,114.8288,SC23,17.2864,32.35,31.9164,31.4406,,15.064,14.63,14.154,0.029,0.033,2.878,3.252,48.305,48.043,0.993,0.988,1.383,1.562,0.028,0.032,0.941384795,
10/2/2020,SMAR24,2,13,2,LOI analysis ,Y,2,66.7195,107.832,0.1886,0.0424,107.6204,SC43,15.6103,32.2189,31.7475,31.3112,,16.609,16.137,15.701,0.028,0.027,2.838,2.704,41.113,40.901,1.014,1.009,1.161,1.106,0.029,0.027,0.925315439,
10/2/2020,SMAR24,2,12,3,LOI analysis ,Y,2,65.9128,108.4551,0,0.0122,108.4498,SC32,17.6561,32.3206,31.8326,31.4934,,14.665,14.177,13.837,0.033,0.024,3.328,2.393,42.542,42.537,1.049,1.049,1.416,1.018,0.035,0.025,1.121105732,
10/2/2020,SMAR24,2,10,5,LOI analysis ,Y,2,66.7945,106.5916,0.2522,0.0094,106.3334,SC2,15.6852,34.4508,33.9695,33.4442,,18.766,18.284,17.759,0.026,0.029,2.565,2.873,39.797,39.539,0.982,0.975,1.014,1.136,0.025,0.028,0.815919768,
10/2/2020,SMAR24,2,9,6,LOI analysis ,Y,2,65.9275,109.9269,0.4163,0.0042,109.5028,SC30,16.5937,35.5504,35.0915,34.5656,,18.957,18.498,17.972,0.024,0.028,2.421,2.843,43.999,43.575,1.085,1.075,1.055,1.239,0.026,0.031,0.758311995,
10/2/2020,SMAR24,2,8,7,LOI analysis ,N,2,66.7489,106.0249,0.1599,0,105.8628,SC7,15.5248,31.1963,30.5605,29.9695,,15.672,15.036,14.445,0.041,0.039,4.057,3.931,39.276,39.114,0.969,0.965,1.587,1.537,0.039,0.038,1.412818492,
10/2/2020,SMAR24,2,5,10,LOI analysis ,N,2,66.7959,115.6937,0.1803,0,115.5473,SC17,14.5605,31.4155,30.8589,30.2202,,16.855,16.298,15.66,0.033,0.039,3.302,3.919,48.898,48.751,1.206,1.203,1.61,1.91,0.04,0.047,1.110913675,
10/2/2020,SMAR24,2,1,14,LOI analysis,N,2,66.0663,96.9549,1.3975,0,95.5125,SC38,16.4981,33.7188,33.1889,32.6056,,17.221,16.691,16.108,0.031,0.035,3.077,3.495,30.889,29.446,0.762,0.726,0.906,1.029,0.022,0.025,1.020844275,
10/5/2020,SJB14,2,18,1,LOI analysis ,Y,3.1,66.7788,173.3028,0.8592,0.0974,172.3097,SC23,17.3404,NA,31.66,31.4976,,NA,14.320,14.157,NA,0.011,NA,1.134,106.524,105.531,1.695,1.680,NA,1.197,NA,0.019,NA,NA
10/5/2020,SJB14,2,17,2,LOI analysis ,Y,2,66.7139,124.8496,0.8137,0.2135,123.8271,SC32,17.8627,31.6478,31.2967,31.14,,13.785,13.434,13.277,0.025,0.012,2.547,1.166,58.136,57.113,1.434,1.409,1.455,0.666,0.036,0.016,0.808781148,0.808781148
10/5/2020,SJB14,2,16,3,LOI analysis ,Y,2,65.9068,124.9295,0.5781,0.567,123.7505,SC7,15.5288,33.629,33.4362,33.2606,,18.100,17.907,17.732,0.011,0.010,1.065,0.981,59.023,57.844,1.456,1.427,0.616,0.567,0.015,0.014,0.21607264,0.21607264
10/5/2020,SJB14,2,14,5,LOI analysis ,Y,2,66.7942,121.5034,0.7715,0.5922,120.1236,SC34,16.21,34.9635,34.7463,34.547,,18.754,18.536,18.337,0.012,0.011,1.158,1.075,54.709,53.329,1.350,1.316,0.618,0.573,0.015,0.014,0.253273522,0.253273522
10/5/2020,SJB14,2,13,6,LOI analysis ,Y,2,66.7066,114.9572,0.8636,0.4228,113.6766,SC17,14.6106,31.6581,31.4514,31.2858,,17.048,16.841,16.675,0.012,0.010,1.212,0.983,48.251,46.970,1.190,1.159,0.570,0.462,0.014,0.011,0.2749978,0.2749978
10/5/2020,SJB14,2,12,7,LOI analysis ,N,2,66.783,118.5837,0,0,118.5837,SC38,16.5154,33.6597,33.4966,33.4091,,17.144,16.981,16.894,0.010,0.005,0.951,0.515,51.801,51.801,1.278,1.278,0.493,0.267,0.012,0.007,0.170534638,0.170534638
10/5/2020,SJB14,2,9,10,LOI analysis ,N,2,69.9227,132.1584,2.7601,0,129.3983,SC43,15.8337,32.7912,32.3851,31.9069,,16.958,16.551,16.073,0.024,0.029,2.395,2.889,62.236,59.476,1.535,1.467,1.424,1.718,0.035,0.042,0.747924222,0.747924222
10/5/2020,SJB14,2,4,16,LOI analysis ,N,2,66.7059,116.2861,0,0,116.2861,SC30,17.0697,35.3548,34.6952,34.4835,,18.285,17.626,17.414,0.036,0.012,3.607,1.201,49.580,49.580,1.223,1.223,1.789,0.596,0.044,0.015,1.232923473,1.232923473
10/5/2020,SJB14,2,1,19,LOI analysis ,N,2,66.8442,119.7834,0,0,119.7834,SC2,15.7779,33.8197,33.6055,33.3764,,18.042,17.828,17.599,0.012,0.013,1.187,1.285,52.939,52.939,1.306,1.306,0.629,0.680,0.016,0.017,0.264897183,0.264897183
10/5/2020,SJB16,1,15,1,LOI analysis ,Y,3.6,66.6982,171.3161,0,0.0393,171.2709,SC40,16.6893,34.7502,34.6152,34.5088,,18.061,17.926,17.820,0.007,0.006,0.747,0.594,104.618,104.573,1.434,1.433,0.782,0.621,0.011,0.009,0.088988423,0.088988423
10/5/2020,SJB16,1,14,2,LOI analysis ,Y,2,65.9008,116.4214,0,0.1555,116.2659,SC4,16.4003,31.3721,31.2694,31.1734,,14.972,14.869,14.773,0.007,0.006,0.686,0.646,50.521,50.365,1.246,1.242,0.345,0.325,0.009,0.008,0.064382506,0.064382506
10/5/2020,SJB16,1,13,3,LOI analysis ,Y,2,66.7817,110.0311,0,0.3059,109.7345,SC31,17.3763,33.7785,33.6467,33.5512,,16.402,16.270,16.175,0.008,0.006,0.804,0.587,43.249,42.953,1.067,1.060,0.345,0.252,0.009,0.006,0.111420297,0.111420297
10/5/2020,SJB16,1,11,5,LOI analysis ,Y,2,66.7003,109.7526,0,0.5062,109.2559,SC22,15.7127,34.72,34.5015,34.4145,,19.007,18.789,18.702,0.011,0.005,1.150,0.463,43.052,42.556,1.062,1.050,0.489,0.197,0.012,0.005,0.249823331,0.249823331
10/5/2020,SJB16,1,10,6,LOI analysis ,Y,2,66.7792,116.9131,0,0.2048,116.7101,SC6,13.9294,30.3729,30.0879,30.0155,,16.444,16.159,16.086,0.017,0.004,1.733,0.448,50.134,49.931,1.237,1.232,0.865,0.224,0.021,0.006,0.48328306,0.48328306
10/5/2020,SJB16,1,9,7,LOI analysis ,N,2,65.9041,110.9487,0,0,110.9487,SC44,15.3764,33.4469,33.1744,33.0938,,18.071,17.798,17.717,0.015,0.005,1.508,0.453,45.045,45.045,1.111,1.111,0.679,0.204,0.017,0.005,0.393193049,0.393193049
10/5/2020,SJB16,1,6,10,LOI analysis ,N,2,66.7047,114.7511,0,0,114.7511,SC46,14.2131,31.529,31.3541,31.2767,,17.316,17.141,17.064,0.010,0.005,1.010,0.452,48.046,48.046,1.185,1.185,0.485,0.217,0.012,0.005,0.194021737,0.194021737
10/5/2020,SJB16,1,1,15,LOI analysis ,N,2,65.9061,123.5502,0,0,123.5502,SC12,16.1813,32.8075,32.599,32.5041,,16.626,16.418,16.323,0.013,0.006,1.254,0.578,57.644,57.644,1.422,1.422,0.723,0.333,0.018,0.008,0.291617928,0.291617928
